Dyad,Player,Round,Category,RegionCoded,RegionGo,Score,JointRegion
1002639374,10026,2,RS,bdfghijmnpuvxyzBCEGMNPRSTUWX0234578;:,RS,12,bhmnpuvyBCGSTUW2378;
1002639374,10026,4,RS,abcdefhilmoqrtvwyBCEFHMRUWYZ0134589:,RS,15,almoqrvwBEMY1359:
1002639374,10026,6,RS,cehnorstvwyCGIJKMNPQSZ023568;:,UP,14,GIJKMNPQSZ023568;:
1002639374,10026,7,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,8,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,9,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,11,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,12,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,16,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,17,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,18,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,19,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,20,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,26,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,28,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,30,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,33,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,34,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,37,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,40,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,41,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,42,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,43,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,46,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,48,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
1002639374,10026,51,UP,abcdefghijklmnopqrstuvwxyzABCDEF,UP,32,
